,AMZN,AAPL,cash
2013-01-24,27362.0,0,478624.0
2013-01-25,28399.0,0,478624.0
2013-01-28,27604.000000000004,0,478624.0
2013-01-29,26035.000000000004,0,478624.0
2013-01-30,27276.4,0,478624.0
2013-01-31,26550.0,0,478624.0
2013-02-01,26500.0,0,478624.0
2013-02-04,25998.0,0,478624.0
2013-02-05,26689.0,0,478624.0
2013-02-06,26222.000000000004,0,478624.0
2013-02-07,26023.0,0,478624.0
2013-02-08,26195.0,0,478624.0
2013-02-11,25720.999999999996,0,478624.0
2013-02-12,25870.0,0,478624.0
2013-02-13,26947.000000000004,0,478624.0
2013-02-14,26924.0,0,478624.0
2013-02-15,26508.999999999996,0,478624.0
2013-02-19,26975.0,0,478624.0
2013-02-20,26641.000000000004,0,478624.0
2013-02-21,26594.0,0,478624.0
2013-02-22,26542.0,0,478624.0
2013-02-25,25987.0,0,478624.0
2013-02-26,25936.0,0,478624.0
2013-02-27,26325.0,0,478624.0
2013-02-28,26427.0,0,478624.0
2013-03-01,26574.0,0,478624.0
2013-03-04,27311.0,0,478624.0
2013-03-05,27558.999999999996,0,478624.0
2013-03-06,27379.000000000004,0,478624.0
2013-03-07,27388.0,0,478624.0
2013-03-08,27419.0,0,478624.0
2013-03-11,27124.0,0,478624.0
2013-03-12,27413.0,0,478624.0
2013-03-13,27510.000000000004,0,478624.0
2013-03-14,26574.0,0,478624.0
2013-03-15,26182.0,0,478624.0
2013-03-18,25789.0,0,478624.0
2013-03-19,25641.000000000004,0,478624.0
2013-03-20,25727.800000000003,0,478624.0
2013-03-21,25339.0,0,478624.0
2013-03-22,25775.0,0,478624.0
2013-03-25,25602.0,0,478624.0
2013-03-26,26031.0,0,478624.0
2013-03-27,26530.0,0,478624.0
2013-03-28,26649.0,0,478624.0
2013-04-01,26161.0,0,478624.0
2013-04-02,26332.2,0,478624.0
2013-04-03,25902.999999999996,0,478624.0
2013-04-04,25908.0,0,478624.0
2013-04-05,25548.0,0,478624.0
2013-04-08,25895.0,0,478624.0
2013-04-09,26114.0,0,478624.0
2013-04-10,26477.0,0,478624.0
2013-04-11,26985.000000000004,0,478624.0
2013-04-12,27287.0,0,478624.0
2013-04-15,26772.000000000004,0,478624.0
2013-04-16,27233.999999999996,0,478624.0
2013-04-17,26739.999999999996,0,478624.0
2013-04-18,25942.0,0,478624.0
2013-04-19,26032.0,0,478624.0
2013-04-22,26355.0,0,478624.0
2013-04-23,26889.999999999996,0,478624.0
2013-04-24,26877.999999999996,0,478624.0
2013-04-25,27470.0,0,478624.0
2013-04-26,25481.0,0,478624.0
2013-04-29,24974.0,0,478624.0
2013-04-30,25381.0,0,478624.0
2013-05-01,24823.0,0,478624.0
2013-05-02,25255.0,0,478624.0
2013-05-03,25805.0,0,478624.0
2013-05-06,25572.0,0,478624.0
2013-05-07,25773.0,0,478624.0
2013-05-08,25868.0,0,478624.0
2013-05-09,26016.000000000004,0,478624.0
2013-05-10,26363.0,0,478624.0
2013-05-13,26451.0,0,478624.0
2013-05-14,26833.0,0,478624.0
2013-05-15,26656.0,0,478624.0
2013-05-16,26412.0,0,478624.0
2013-05-17,26989.999999999996,0,478624.0
2013-05-20,26763.0,0,478624.0
2013-05-21,26886.0,0,478624.0
2013-05-22,26295.999999999996,0,478624.0
2013-05-23,26180.0,0,478624.0
2013-05-24,26174.0,0,478624.0
2013-05-28,26729.000000000004,0,478624.0
2013-05-29,26552.999999999996,0,478624.0
2013-05-30,26683.0,0,478624.0
2013-05-31,26920.0,0,478624.0
2013-06-03,26688.0,0,478624.0
2013-06-04,26570.0,0,478624.0
2013-06-05,26717.0,0,478624.0
2013-06-06,26783.0,0,478624.0
2013-06-07,27687.0,0,478624.0
2013-06-10,28107.0,0,478624.0
2013-06-11,27477.999999999996,0,478624.0
2013-06-12,27167.0,0,478624.0
2013-06-13,27579.000000000004,0,478624.0
2013-06-14,27399.0,0,478624.0
2013-06-17,27806.0,0,478624.0
2013-06-18,28176.0,0,478624.0
2013-06-19,27816.000000000004,0,478624.0
2013-06-20,27344.0,0,478624.0
2013-06-21,27336.0,0,478624.0
2013-06-24,27061.0,0,478624.0
2013-06-25,27208.800000000003,0,478624.0
2013-06-26,27757.0,0,478624.0
2013-06-27,27755.0,0,478624.0
2013-06-28,27769.0,0,478624.0
2013-07-01,28210.000000000004,0,478624.0
2013-07-02,28373.0,0,478624.0
2013-07-03,28402.999999999996,0,478624.0
2013-07-05,28588.0,0,478624.0
2013-07-08,29058.999999999996,0,478624.0
2013-07-09,29152.999999999996,0,478624.0
2013-07-10,29233.0,0,478624.0
2013-07-11,29966.000000000004,0,478624.0
2013-07-12,30755.0,0,478624.0
2013-07-15,30657.0,0,478624.0
2013-07-16,30687.0,0,478624.0
2013-07-17,30869.0,0,478624.0
2013-07-18,30411.0,0,478624.0
2013-07-19,30523.0,0,478624.0
2013-07-22,30348.0,0,478624.0
2013-07-23,30106.0,0,478624.0
2013-07-24,29894.0,0,478624.0
2013-07-25,30339.999999999996,0,478624.0
2013-07-26,31201.0,0,478624.0
2013-07-29,30610.000000000004,0,478624.0
2013-07-30,30241.000000000004,0,478624.0
2013-07-31,30122.000000000004,0,478624.0
2013-08-01,30557.0,0,478624.0
2013-08-02,30420.999999999996,0,478624.0
2013-08-05,30099.0,0,478624.0
2013-08-06,30075.0,0,478624.0
2013-08-07,29691.000000000004,0,478624.0
2013-08-08,29574.0,0,478624.0
2013-08-09,29726.0,0,478624.0
2013-08-12,29669.0,0,478624.0
2013-08-13,29397.000000000004,0,478624.0
2013-08-14,29133.999999999996,0,478624.0
2013-08-15,28647.000000000004,0,478624.0
2013-08-16,28482.0,0,478624.0
2013-08-19,28557.0,0,478624.0
2013-08-20,28708.999999999996,0,478624.0
2013-08-21,28457.0,0,478624.0
2013-08-22,28973.0,0,478624.0
2013-08-23,29001.0,0,478624.0
2013-08-26,28620.999999999996,0,478624.0
2013-08-27,28093.0,0,478624.0
2013-08-28,28158.0,0,478624.0
2013-08-29,28398.0,0,478624.0
2013-08-30,28098.0,0,478624.0
2013-09-03,28880.0,0,478624.0
2013-09-04,29364.0,0,478624.0
2013-09-05,29410.000000000004,0,478624.0
2013-09-06,29586.0,0,478624.0
2013-09-09,29970.999999999996,0,478624.0
2013-09-10,30036.0,0,478624.0
2013-09-11,29964.0,0,478624.0
2013-09-12,29886.0,0,478624.0
2013-09-13,29792.0,0,478624.0
2013-09-16,29606.0,0,478624.0
2013-09-17,30417.0,0,478624.0
2013-09-18,31203.399999999998,0,478624.0
2013-09-19,31206.0,0,478624.0
2013-09-20,31633.999999999996,0,478624.0
2013-09-23,31149.0,0,478624.0
2013-09-24,31413.0,0,478624.0
2013-09-25,31264.999999999996,0,478624.0
2013-09-26,31812.0,0,478624.0
2013-09-27,31601.0,0,478624.0
2013-09-30,31264.0,0,478624.0
2013-10-01,32095.0,0,478624.0
2013-10-02,32051.0,0,478624.0
2013-10-03,31476.0,0,478624.0
2013-10-04,31904.000000000004,0,478624.0
2013-10-07,31002.999999999996,0,478624.0
2013-10-08,30323.0,0,478624.0
2013-10-09,29823.0,0,478624.0
2013-10-10,30517.399999999998,0,478624.0
2013-10-11,31088.9,0,478624.0
2013-10-14,31070.0,0,478624.0
2013-10-15,30639.999999999996,0,478624.0
2013-10-16,31049.0,0,478624.0
2013-10-17,31077.0,0,478624.0
2013-10-18,32893.1,0,478624.0
2013-10-21,32644.0,0,478624.0
2013-10-22,33254.0,0,478624.0
2013-10-23,32675.6,0,478624.0
2013-10-24,33221.0,0,478624.0
2013-10-25,36339.0,0,478624.0
2013-10-28,35816.0,0,478624.0
2013-10-29,36270.0,0,478624.0
2013-10-30,36108.0,0,478624.0
2013-10-31,36403.0,0,478624.0
2013-11-01,35900.200000000004,0,478624.0
2013-11-04,35874.0,0,478624.0
2013-11-05,35889.2,0,478624.0
2013-11-06,35618.0,0,478624.0
2013-11-07,34356.0,0,478624.0
2013-11-08,35031.0,0,478624.0
2013-11-11,35437.799999999996,0,478624.0
2013-11-12,34953.0,0,478624.0
2013-11-13,35622.0,0,478624.0
2013-11-14,36739.6,0,478624.0
2013-11-15,36917.0,0,478624.0
2013-11-18,36618.0,0,478624.0
2013-11-19,36494.0,0,478624.0
2013-11-20,36257.0,0,478624.0
2013-11-21,36892.0,0,478624.0
2013-11-22,37231.0,0,478624.0
2013-11-25,37664.0,0,478624.0
2013-11-26,38137.0,0,478624.0
2013-11-27,38671.0,0,478624.0
2013-11-29,39362.0,0,478624.0
2013-12-02,39230.0,0,478624.0
2013-12-03,38466.0,0,478624.0
2013-12-04,38596.0,0,478624.0
2013-12-05,38449.0,0,478624.0
2013-12-06,38695.0,0,478624.0
2013-12-09,38489.0,0,478624.0
2013-12-10,38778.0,0,478624.0
2013-12-11,38219.0,0,478624.0
2013-12-12,38125.0,0,478624.0
2013-12-13,38424.0,0,478624.0
2013-12-16,38897.0,0,478624.0
2013-12-17,38765.0,0,478624.0
2013-12-18,39596.0,0,478624.0
2013-12-19,39519.0,0,478624.0
2013-12-20,40220.0,0,478624.0
2013-12-23,40292.0,0,478624.0
2013-12-24,39920.0,0,478624.0
2013-12-26,40439.0,0,478624.0
2013-12-27,39808.0,0,478624.0
2013-12-30,39337.0,0,478624.0
2013-12-31,39879.0,0,478624.0
2014-01-02,39797.0,0,478624.0
2014-01-03,39644.0,0,478624.0
2014-01-06,39363.0,0,478624.0
2014-01-07,39803.0,0,478624.0
2014-01-08,40192.0,0,478624.0
2014-01-09,40101.0,0,478624.0
2014-01-10,39766.0,0,478624.0
2014-01-13,39098.0,0,478624.0
2014-01-14,39754.0,0,478624.0
2014-01-15,39587.0,0,478624.0
2014-01-16,39580.0,0,478624.0
2014-01-17,39961.0,0,478624.0
2014-01-21,40705.0,0,478624.0
2014-01-22,40454.0,0,478624.0
2014-01-23,39987.0,0,478624.0
2014-01-24,38760.0,0,478624.0
2014-01-27,38628.0,0,478624.0
2014-01-28,39443.0,0,478624.0
2014-01-29,38420.0,0,478624.0
2014-01-30,40301.0,0,478624.0
2014-01-31,35869.0,0,478624.0
2014-02-03,34615.0,0,478624.0
2014-02-04,34795.0,0,478624.0
2014-02-05,34645.0,0,478624.0
2014-02-06,35459.0,0,478624.0
2014-02-07,36108.0,0,478624.0
2014-02-10,36087.0,0,478624.0
2014-02-11,36179.0,0,478624.0
2014-02-12,34925.0,0,478624.0
2014-02-13,35720.0,0,478624.0
2014-02-14,35735.0,0,478624.0
2014-02-18,35365.0,0,478624.0
2014-02-19,34738.0,0,478624.0
2014-02-20,34980.0,0,478624.0
2014-02-21,34676.0,0,478624.0
2014-02-24,35178.0,0,478624.0
2014-02-25,35832.0,0,478624.0
2014-02-26,35980.0,0,478624.0
2014-02-27,36013.0,0,478624.0
2014-02-28,36210.0,0,478624.0
2014-03-03,35978.0,0,478624.0
2014-03-04,36390.0,0,478624.0
2014-03-05,37237.0,0,478624.0
2014-03-06,37216.0,0,478624.0
2014-03-07,37206.0,0,478624.0
2014-03-10,37053.0,0,478624.0
2014-03-11,36882.0,0,478624.0
2014-03-12,37064.0,0,478624.0
2014-03-13,37151.0,0,478624.0
2014-03-14,37374.0,0,478624.0
2014-03-17,37504.0,0,478624.0
2014-03-18,37877.0,0,478624.0
2014-03-19,37323.0,0,478624.0
2014-03-20,36897.0,0,478624.0
2014-03-21,36062.0,0,478624.0
2014-03-24,35185.0,0,478624.0
2014-03-25,35471.0,0,478624.0
2014-03-26,34341.0,0,478624.0
2014-03-27,33847.0,0,478624.0
2014-03-28,33829.0,0,478624.0
2014-03-31,33636.5,0,478624.0
2014-04-01,34299.0,0,478624.0
2014-04-02,34196.0,0,478624.0
2014-04-03,33362.0,0,478624.0
2014-04-04,32300.0,0,478624.0
2014-04-07,31776.0,0,478624.0
2014-04-08,32707.0,0,478624.0
2014-04-09,33180.5,0,478624.0
2014-04-10,31711.0,0,478624.0
2014-04-11,31173.0,0,478624.0
2014-04-14,31591.000000000004,0,478624.0
2014-04-15,31608.0,0,478624.0
2014-04-16,32368.0,0,478624.0
2014-04-17,32491.000000000004,0,478624.0
2014-04-21,33087.0,0,478624.0
2014-04-22,32932.0,0,478624.0
2014-04-23,32458.0,0,478624.0
2014-04-24,33715.0,0,478624.0
2014-04-25,30383.0,0,478624.0
2014-04-28,29658.0,0,478624.0
2014-04-29,30038.0,0,478624.0
2014-04-30,30413.0,0,478624.0
2014-05-01,30789.0,0,478624.0
2014-05-02,0.0,0,509425.0
2014-05-05,0.0,0,509425.0
2014-05-06,0.0,0,509425.0
2014-05-07,0.0,0,509425.0
2014-05-08,0.0,0,509425.0
2014-05-09,0.0,0,509425.0
2014-05-12,0.0,0,509425.0
2014-05-13,0.0,0,509425.0
2014-05-14,0.0,0,509425.0
2014-05-15,0.0,0,509425.0
2014-05-16,0.0,0,509425.0
2014-05-19,0.0,0,509425.0
2014-05-20,0.0,0,509425.0
2014-05-21,0.0,0,509425.0
2014-05-22,0.0,0,509425.0
2014-05-23,0.0,0,509425.0
2014-05-27,0.0,0,509425.0
2014-05-28,0.0,0,509425.0
2014-05-29,0.0,0,509425.0
2014-05-30,0.0,0,509425.0
2014-06-02,0.0,0,509425.0
2014-06-03,0.0,0,509425.0
2014-06-04,0.0,0,509425.0
2014-06-05,0.0,0,509425.0
2014-06-06,0.0,0,509425.0
2014-06-09,0.0,0,509425.0
2014-06-10,0.0,0,509425.0
2014-06-11,0.0,0,509425.0
2014-06-12,0.0,0,509425.0
2014-06-13,0.0,0,509425.0
2014-06-16,0.0,0,509425.0
2014-06-17,0.0,0,509425.0
2014-06-18,0.0,0,509425.0
2014-06-19,0.0,0,509425.0
2014-06-20,0.0,0,509425.0
2014-06-23,0.0,0,509425.0
2014-06-24,0.0,0,509425.0
2014-06-25,0.0,0,509425.0
2014-06-26,0.0,0,509425.0
2014-06-27,0.0,0,509425.0
2014-06-30,0.0,0,509425.0
2014-07-01,0.0,0,509425.0
2014-07-02,0.0,0,509425.0
2014-07-03,0.0,0,509425.0
2014-07-07,0.0,0,509425.0
2014-07-08,0.0,0,509425.0
2014-07-09,0.0,0,509425.0
2014-07-10,0.0,0,509425.0
2014-07-11,0.0,0,509425.0
2014-07-14,0.0,0,509425.0
2014-07-15,0.0,0,509425.0
2014-07-16,0.0,0,509425.0
2014-07-17,0.0,0,509425.0
2014-07-18,0.0,0,509425.0
2014-07-21,0.0,0,509425.0
2014-07-22,0.0,0,509425.0
2014-07-23,0.0,0,509425.0
2014-07-24,0.0,0,509425.0
2014-07-25,0.0,0,509425.0
2014-07-28,0.0,0,509425.0
2014-07-29,0.0,0,509425.0
2014-07-30,0.0,0,509425.0
2014-07-31,0.0,0,509425.0
2014-08-01,0.0,0,509425.0
2014-08-04,0.0,0,509425.0
2014-08-05,0.0,0,509425.0
2014-08-06,0.0,0,509425.0
2014-08-07,0.0,0,509425.0
2014-08-08,0.0,0,509425.0
2014-08-11,0.0,0,509425.0
2014-08-12,0.0,0,509425.0
2014-08-13,0.0,0,509425.0
2014-08-14,0.0,0,509425.0
2014-08-15,0.0,0,509425.0
2014-08-18,0.0,0,509425.0
2014-08-19,0.0,0,509425.0
2014-08-20,0.0,0,509425.0
2014-08-21,0.0,0,509425.0
2014-08-22,0.0,0,509425.0
2014-08-25,0.0,0,509425.0
2014-08-26,0.0,0,509425.0
2014-08-27,0.0,0,509425.0
2014-08-28,0.0,0,509425.0
2014-08-29,0.0,0,509425.0
2014-09-02,0.0,0,509425.0
2014-09-03,0.0,0,509425.0
2014-09-04,0.0,0,509425.0
2014-09-05,0.0,0,509425.0
2014-09-08,0.0,0,509425.0
2014-09-09,0.0,0,509425.0
2014-09-10,0.0,0,509425.0
2014-09-11,0.0,0,509425.0
2014-09-12,0.0,0,509425.0
2014-09-15,0.0,0,509425.0
2014-09-16,0.0,0,509425.0
2014-09-17,0.0,0,509425.0
2014-09-18,0.0,0,509425.0
2014-09-19,0.0,0,509425.0
2014-09-22,0.0,0,509425.0
2014-09-23,0.0,0,509425.0
2014-09-24,0.0,0,509425.0
2014-09-25,0.0,0,509425.0
2014-09-26,0.0,0,509425.0
2014-09-29,0.0,0,509425.0
2014-09-30,0.0,0,509425.0
2014-10-01,0.0,0,509425.0
2014-10-02,0.0,0,509425.0
2014-10-03,0.0,0,509425.0
2014-10-06,0.0,0,509425.0
2014-10-07,0.0,0,509425.0
2014-10-08,0.0,0,509425.0
2014-10-09,0.0,0,509425.0
2014-10-10,0.0,0,509425.0
2014-10-13,0.0,0,509425.0
2014-10-14,0.0,0,509425.0
2014-10-15,0.0,0,509425.0
2014-10-16,0.0,0,509425.0
2014-10-17,0.0,0,509425.0
2014-10-20,0.0,0,509425.0
2014-10-21,0.0,0,509425.0
2014-10-22,0.0,0,509425.0
2014-10-23,0.0,0,509425.0
2014-10-24,0.0,0,509425.0
2014-10-27,0.0,0,509425.0
2014-10-28,0.0,0,509425.0
2014-10-29,0.0,0,509425.0
2014-10-30,0.0,0,509425.0
2014-10-31,0.0,0,509425.0
2014-11-03,0.0,0,509425.0
2014-11-04,0.0,0,509425.0
2014-11-05,0.0,0,509425.0
2014-11-06,0.0,0,509425.0
2014-11-07,0.0,0,509425.0
2014-11-10,0.0,0,509425.0
2014-11-11,0.0,0,509425.0
2014-11-12,0.0,0,509425.0
2014-11-13,0.0,0,509425.0
2014-11-14,0.0,0,509425.0
2014-11-17,0.0,0,509425.0
2014-11-18,0.0,0,509425.0
2014-11-19,0.0,0,509425.0
2014-11-20,0.0,0,509425.0
2014-11-21,0.0,0,509425.0
2014-11-24,0.0,0,509425.0
2014-11-25,0.0,0,509425.0
2014-11-26,0.0,0,509425.0
2014-11-28,0.0,0,509425.0
2014-12-01,0.0,0,509425.0
2014-12-02,0.0,0,509425.0
2014-12-03,0.0,0,509425.0
2014-12-04,0.0,0,509425.0
2014-12-05,0.0,0,509425.0
2014-12-08,0.0,0,509425.0
2014-12-09,0.0,0,509425.0
2014-12-10,0.0,0,509425.0
2014-12-11,0.0,0,509425.0
2014-12-12,0.0,0,509425.0
2014-12-15,0.0,0,509425.0
2014-12-16,0.0,0,509425.0
2014-12-17,0.0,0,509425.0
2014-12-18,0.0,0,509425.0
2014-12-19,0.0,0,509425.0
2014-12-22,0.0,0,509425.0
2014-12-23,0.0,0,509425.0
2014-12-24,0.0,0,509425.0
2014-12-26,0.0,0,509425.0
2014-12-29,0.0,0,509425.0
2014-12-30,0.0,0,509425.0
2014-12-31,0.0,0,509425.0
2015-01-02,0.0,0,509425.0
2015-01-05,0.0,0,509425.0
2015-01-06,0.0,0,509425.0
2015-01-07,0.0,0,509425.0
2015-01-08,0.0,0,509425.0
2015-01-09,0.0,0,509425.0
2015-01-12,0.0,0,509425.0
2015-01-13,0.0,0,509425.0
2015-01-14,0.0,0,509425.0
2015-01-15,0.0,0,509425.0
2015-01-16,0.0,0,509425.0
2015-01-20,0.0,0,509425.0
2015-01-21,0.0,0,509425.0
2015-01-22,0.0,0,509425.0
2015-01-23,0.0,0,509425.0
2015-01-26,0.0,0,509425.0
2015-01-27,0.0,0,509425.0
2015-01-28,0.0,0,509425.0
2015-01-29,0.0,0,509425.0
2015-01-30,0.0,0,509425.0
2015-02-02,0.0,0,509425.0
2015-02-03,0.0,0,509425.0
2015-02-04,0.0,0,509425.0
2015-02-05,0.0,0,509425.0
2015-02-06,0.0,0,509425.0
2015-02-09,0.0,0,509425.0
2015-02-10,0.0,0,509425.0
2015-02-11,0.0,0,509425.0
2015-02-12,0.0,0,509425.0
2015-02-13,0.0,0,509425.0
2015-02-17,0.0,0,509425.0
2015-02-18,0.0,0,509425.0
2015-02-19,37899.5,0,471525.5
2015-02-20,38366.0,0,471525.5
2015-02-23,38014.0,0,471525.5
2015-02-24,37859.0,0,471525.5
2015-02-25,38537.0,0,471525.5
2015-02-26,38480.0,0,471525.5
2015-02-27,38016.0,0,471525.5
2015-03-02,38565.5,0,471525.5
2015-03-03,38461.0,0,471525.5
2015-03-04,38272.0,0,471525.5
2015-03-05,38783.0,0,471525.5
2015-03-06,38009.0,0,471525.5
2015-03-09,37856.0,0,471525.5
2015-03-10,36951.0,0,471525.5
2015-03-11,36637.0,0,471525.5
2015-03-12,37424.0,0,471525.5
2015-03-13,37058.0,0,471525.5
2015-03-16,37335.0,0,471525.5
2015-03-17,37192.0,0,471525.5
2015-03-18,37513.5,0,471525.5
2015-03-19,37324.0,0,471525.5
2015-03-20,37849.0,0,471525.5
2015-03-23,37511.0,0,471525.5
2015-03-24,37409.0,0,471525.5
2015-03-25,37096.0,0,471525.5
2015-03-26,36735.0,0,471525.5
2015-03-27,37056.0,0,471525.5
2015-03-30,37459.0,0,471525.5
2015-03-31,37210.0,0,471525.5
2015-04-01,37025.5,0,471525.5
2015-04-02,37225.0,0,471525.5
2015-04-06,37704.0,0,471525.5
2015-04-07,37441.0,0,471525.5
2015-04-08,38120.0,0,471525.5
2015-04-09,38354.0,0,471525.5
2015-04-10,38265.0,0,471525.5
2015-04-13,38236.0,0,471525.5
2015-04-14,38511.0,0,471525.5
2015-04-15,38345.0,0,471525.5
2015-04-16,38604.0,0,471525.5
2015-04-17,37556.0,0,471525.5
2015-04-20,38951.0,0,471525.5
2015-04-21,39118.0,0,471525.5
2015-04-22,38980.0,0,471525.5
2015-04-23,38999.0,0,471525.5
2015-04-24,44510.0,0,471525.5
2015-04-27,43856.0,0,471525.5
2015-04-28,42931.0,0,471525.5
2015-04-29,42937.0,0,471525.5
2015-04-30,42178.0,0,471525.5
2015-05-01,42287.0,0,471525.5
2015-05-04,42304.0,0,471525.5
2015-05-05,42119.0,0,471525.5
2015-05-06,41910.0,0,471525.5
2015-05-07,42688.0,0,471525.5
2015-05-08,43369.0,0,471525.5
2015-05-11,43285.0,0,471525.5
2015-05-12,43102.0,0,471525.5
2015-05-13,42687.0,0,471525.5
2015-05-14,43228.0,0,471525.5
2015-05-15,42600.0,0,471525.5
2015-05-18,42524.0,0,471525.5
2015-05-19,42171.0,0,471525.5
2015-05-20,42386.0,0,471525.5
2015-05-21,43163.0,0,471525.5
2015-05-22,42763.0,0,471525.5
2015-05-26,42547.0,0,471525.5
2015-05-27,43142.0,0,471525.5
2015-05-28,42657.0,0,471525.5
2015-05-29,42923.0,0,471525.5
2015-06-01,43092.0,0,471525.5
2015-06-02,43099.0,0,471525.5
2015-06-03,43659.0,0,471525.5
2015-06-04,43078.0,0,471525.5
2015-06-05,42695.0,0,471525.5
2015-06-08,42350.0,0,471525.5
2015-06-09,42548.0,0,471525.5
2015-06-10,43077.0,0,471525.5
2015-06-11,43297.0,0,471525.5
2015-06-12,42992.0,0,471525.5
2015-06-15,42367.0,0,471525.5
2015-06-16,42726.0,0,471525.5
2015-06-17,42781.0,0,471525.5
2015-06-18,43939.0,0,471525.5
2015-06-19,43492.0,0,471525.5
2015-06-22,43629.0,0,471525.5
2015-06-23,44599.0,0,471525.5
2015-06-24,44084.0,0,471525.5
2015-06-25,44010.0,0,471525.5
2015-06-26,43810.0,0,471525.5
2015-06-29,42986.0,0,471525.5
2015-06-30,43409.0,0,471525.5
2015-07-01,43739.0,0,471525.5
2015-07-02,43771.0,0,471525.5
2015-07-06,43604.0,0,471525.5
2015-07-07,43672.0,0,471525.5
2015-07-08,42970.0,0,471525.5
2015-07-09,43439.0,0,471525.5
2015-07-10,44351.0,0,471525.5
2015-07-13,45557.0,0,471525.5
2015-07-14,46557.0,0,471525.5
2015-07-15,46119.0,0,471525.5
2015-07-16,47548.0,0,471525.5
2015-07-17,48301.0,0,471525.5
2015-07-20,48810.0,0,471525.5
2015-07-21,48800.0,0,471525.5
2015-07-22,48827.0,0,471525.5
2015-07-23,48218.0,0,471525.5
2015-07-24,52941.99999999999,0,471525.5
2015-07-27,53141.0,0,471525.5
2015-07-28,52603.0,0,471525.5
2015-07-29,52900.0,0,471525.5
2015-07-30,53676.0,0,471525.5
2015-07-31,53615.0,0,471525.5
2015-08-03,53503.0,0,471525.5
2015-08-04,53190.0,0,471525.5
2015-08-05,53701.0,0,471525.5
2015-08-06,52946.0,0,471525.5
2015-08-07,52262.0,0,471525.5
2015-08-10,52400.0,0,471525.5
2015-08-11,52746.0,0,471525.5
2015-08-12,52591.0,0,471525.5
2015-08-13,52966.0,0,471525.5
2015-08-14,53152.0,0,471525.5
2015-08-17,53522.0,0,471525.5
2015-08-18,53502.0,0,471525.5
2015-08-19,53291.99999999999,0,471525.5
2015-08-20,51578.0,0,471525.5
2015-08-21,49447.0,0,471525.5
2015-08-24,46337.0,0,471525.5
2015-08-25,46637.0,0,471525.5
2015-08-26,50077.0,0,471525.5
2015-08-27,51837.0,0,471525.5
2015-08-28,51801.0,0,471525.5
2015-08-31,51289.0,0,471525.5
2015-09-01,49654.0,0,471525.5
2015-09-02,51055.0,0,471525.5
2015-09-03,50472.0,0,471525.5
2015-09-04,49900.0,0,471525.5
2015-09-08,51754.0,0,471525.5
2015-09-09,51689.0,0,471525.5
2015-09-10,52224.0,0,471525.5
2015-09-11,52944.00000000001,0,471525.5
2015-09-14,52138.0,0,471525.5
2015-09-15,52237.0,0,471525.5
2015-09-16,52739.0,0,471525.5
2015-09-17,53887.0,0,471525.5
2015-09-18,54026.0,0,471525.5
2015-09-21,54839.0,0,471525.5
2015-09-22,53840.0,0,471525.5
2015-09-23,53607.00000000001,0,471525.5
2015-09-24,53375.0,0,471525.5
2015-09-25,52425.0,0,471525.5
2015-09-28,50406.0,0,471525.5
2015-09-29,49607.0,0,471525.5
2015-09-30,51167.0,0,471525.5
2015-10-01,52072.0,0,471525.5
2015-10-02,53254.0,0,471525.5
2015-10-05,54367.99999999999,0,471525.5
2015-10-06,53748.0,0,471525.5
2015-10-07,54194.00000000001,0,471525.5
2015-10-08,53316.0,0,471525.5
2015-10-09,53979.99999999999,0,471525.5
2015-10-12,55019.00000000001,0,471525.5
2015-10-13,54890.0,0,471525.5
2015-10-14,54483.00000000001,0,471525.5
2015-10-15,56244.00000000001,0,471525.5
2015-10-16,57076.0,0,471525.5
2015-10-19,57315.0,0,471525.5
2015-10-20,56088.0,0,471525.5
2015-10-21,55577.0,0,471525.5
2015-10-22,56391.0,0,471525.5
2015-10-23,59903.0,0,471525.5
2015-10-26,60861.0,0,471525.5
2015-10-27,61101.0,0,471525.5
2015-10-28,61710.0,0,471525.5
2015-10-29,62654.99999999999,0,471525.5
2015-10-30,62590.0,0,471525.5
2015-11-02,62835.0,0,471525.5
2015-11-03,62530.99999999999,0,471525.5
2015-11-04,64095.00000000001,0,471525.5
2015-11-05,65565.0,0,471525.5
2015-11-06,65937.0,0,471525.5
2015-11-09,65549.0,0,471525.5
2015-11-10,65968.0,0,471525.5
2015-11-11,67325.0,0,471525.5
2015-11-12,66560.0,0,471525.5
2015-11-13,64235.0,0,471525.5
2015-11-16,64780.99999999999,0,471525.5
2015-11-17,64329.99999999999,0,471525.5
2015-11-18,66354.0,0,471525.5
2015-11-19,66127.0,0,471525.5
2015-11-20,66845.0,0,471525.5
2015-11-23,67899.0,0,471525.5
2015-11-24,67115.0,0,471525.5
2015-11-25,67534.0,0,471525.5
2015-11-27,67326.0,0,471525.5
2015-11-30,66480.0,0,471525.5
2015-12-01,67906.0,0,471525.5
2015-12-02,67601.0,0,471525.5
2015-12-03,66625.0,0,471525.5
2015-12-04,67264.0,0,471525.5
2015-12-07,66983.0,0,471525.5
2015-12-08,67733.0,0,471525.5
2015-12-09,66479.0,0,471525.5
2015-12-10,66232.0,0,471525.5
2015-12-11,64015.0,0,471525.5
2015-12-14,65791.0,0,471525.5
2015-12-15,65864.0,0,471525.5
2015-12-16,67577.0,0,471525.5
2015-12-17,67065.0,0,471525.5
2015-12-18,66414.0,0,471525.5
2015-12-21,66451.0,0,471525.5
2015-12-22,66315.0,0,471525.5
